 DateTime,Rain,PET,EPot,EAct,W,SM,RS,RI,ExcS,ExcI,R
2078/5/2 00:00,0,1.417,1.417,0.822,69.775,0.573,0,0.083,0,0,0.398
2078/5/3 00:00,0,1.342,1.342,0.77,69.005,0.567,0,0.062,0,0,0.298
2078/5/4 00:00,0,0.692,0.692,0.393,68.613,0.564,0,0.047,0,0,0.223
2078/5/5 00:00,0,1.316,1.316,0.742,67.871,0.557,0,0.035,0,0,0.167
2078/5/6 00:00,1.338,1.415,1.415,0.043,67.828,0.557,0,0.026,0,0,0.126
2078/5/7 00:00,0,1.364,1.364,0.76,67.068,0.551,0,0.02,0,0,0.094
2078/5/8 00:00,0.77,1.699,1.699,0.512,66.556,0.546,0,0.015,0,0,0.071
2078/5/9 00:00,0,1.791,1.791,0.979,65.578,0.538,0,0.011,0,0,0.053
2078/5/10 00:00,0.153,1.507,1.507,0.729,64.849,0.532,0,0.008,0,0,0.04
2078/5/11 00:00,0.41,1.201,1.201,0.421,64.428,0.529,0,0.006,0,0,0.03
2078/5/12 00:00,0.385,1.842,1.842,0.77,63.659,0.522,0,0.005,0,0,0.022
2078/5/13 00:00,0,1.564,1.564,0.817,62.842,0.515,0,0.004,0,0,0.017
2078/5/14 00:00,1.978,1.652,1.652,1.652,63.123,0.518,0,0.014,0.001,0.044,0.067
2078/5/15 00:00,0,0.874,0.874,0.452,62.671,0.514,0,0.01,0,0,0.05
2078/5/16 00:00,4.289,1.515,1.515,1.515,65.057,0.534,0.004,0.103,0.007,0.382,0.511
2078/5/17 00:00,0,0.828,0.828,0.442,64.615,0.53,0.002,0.077,0,0,0.377
2078/5/18 00:00,1.431,1.694,1.694,0.14,64.475,0.529,0.001,0.058,0,0,0.28
2078/5/19 00:00,0,1.22,1.22,0.645,63.83,0.524,0,0.044,0,0,0.209
2078/5/20 00:00,13.915,1.335,1.335,1.335,74.434,0.613,0.018,0.519,0.03,1.946,2.562
2078/5/21 00:00,0.189,1.566,1.566,0.844,73.59,0.606,0.007,0.389,0,0,1.891
2078/5/22 00:00,6.675,1.746,1.746,1.746,77.636,0.64,0.01,0.51,0.012,0.872,2.479
2078/5/23 00:00,0,1.9,1.9,1.216,76.42,0.63,0.004,0.382,0,0,1.843
2078/5/24 00:00,9.766,1.281,1.281,1.281,83.247,0.687,0.014,0.696,0.02,1.639,3.387
2078/5/25 00:00,0,1.862,1.862,1.279,81.968,0.676,0.005,0.522,0,0,2.517
2078/5/26 00:00,13.55,1.693,1.693,1.693,91.161,0.753,0.019,1.051,0.028,2.636,5.102
2078/5/27 00:00,0.202,2.151,2.151,1.468,89.692,0.741,0.008,0.788,0,0,3.795
2078/5/28 00:00,0,1.772,1.772,1.313,88.379,0.73,0.003,0.591,0,0,2.833
2078/5/29 00:00,0.909,1.995,1.995,0.793,87.587,0.723,0.001,0.443,0,0,2.12
2078/5/30 00:00,0,1.635,1.635,1.182,86.405,0.713,0,0.332,0,0,1.588
2078/5/31 00:00,2.428,1.542,1.542,1.542,87.092,0.719,0.001,0.299,0.002,0.197,1.431
2078/6/1 00:00,0,1.782,1.782,1.281,85.811,0.708,0.001,0.224,0,0,1.071
2078/6/2 00:00,0,1.286,1.286,0.91,84.901,0.7,0,0.168,0,0,0.802
2078/6/3 00:00,0.132,1.744,1.744,1.129,83.772,0.691,0,0.126,0,0,0.601
2078/6/4 00:00,5.949,0.66,0.66,0.66,87.895,0.725,0.008,0.383,0.013,1.153,1.862
2078/6/5 00:00,0,1.647,1.647,1.195,86.7,0.715,0.003,0.287,0,0,1.384
2078/6/6 00:00,1.401,1.326,1.326,1.326,86.758,0.716,0.001,0.219,0,0.017,1.053
2078/6/7 00:00,0.977,1.807,1.807,0.594,86.163,0.711,0.001,0.165,0,0,0.788
2078/6/8 00:00,0,1.548,1.548,1.1,85.063,0.701,0,0.123,0,0,0.59
2078/6/9 00:00,9.246,1.619,1.619,1.619,90.931,0.751,0.011,0.528,0.018,1.74,2.569
2078/6/10 00:00,1.42,2.104,2.104,0.514,90.418,0.746,0.004,0.396,0,0,1.908
2078/6/11 00:00,0,1.433,1.433,1.069,89.348,0.737,0.002,0.297,0,0,1.424
2078/6/12 00:00,1.567,2.383,2.383,0.602,88.747,0.732,0.001,0.223,0,0,1.065
2078/6/13 00:00,0,1.352,1.352,0.99,87.756,0.724,0,0.167,0,0,0.798
2078/6/14 00:00,0,1.701,1.701,1.231,86.525,0.714,0,0.125,0,0,0.598
2078/6/15 00:00,2.077,2.056,2.056,2.056,86.542,0.714,0,0.095,0,0.005,0.454
2078/6/16 00:00,0.191,2.41,2.41,1.584,84.958,0.7,0,0.071,0,0,0.34
2078/6/17 00:00,0,0.747,0.747,0.523,84.435,0.696,0,0.053,0,0,0.255
2078/6/18 00:00,14.386,0.057,0.057,0.057,95.322,0.787,0.021,0.892,0.034,3.409,4.353
2078/6/19 00:00,0.436,1.374,1.374,0.738,94.584,0.781,0.008,0.669,0,0,3.231
2078/6/20 00:00,4.181,2.266,2.266,2.266,95.985,0.793,0.006,0.629,0.005,0.51,3.03
2078/6/21 00:00,9.796,2.095,2.095,2.095,101.448,0.839,0.013,1.027,0.018,2.22,4.962
2078/6/22 00:00,0.274,2.536,2.536,1.896,99.552,0.822,0.005,0.77,0,0,3.699
2078/6/23 00:00,4.407,2.366,2.366,2.366,100.98,0.834,0.005,0.73,0.005,0.609,3.505
2078/6/24 00:00,0.637,1.489,1.489,0.711,100.269,0.828,0.002,0.547,0,0,2.62
2078/6/25 00:00,0,2.081,2.081,1.724,98.545,0.814,0.001,0.411,0,0,1.962
2078/6/26 00:00,9.881,1.043,1.043,1.043,104.639,0.865,0.013,0.989,0.021,2.724,4.778
2078/6/27 00:00,0,2.513,2.513,2.173,102.465,0.846,0.005,0.742,0,0,3.562
2078/6/28 00:00,0,2.463,2.463,2.085,100.38,0.829,0.002,0.556,0,0,2.663
2078/6/29 00:00,14.476,2.474,2.474,2.474,108.382,0.896,0.018,1.41,0.029,3.971,6.811
2078/6/30 00:00,0.162,2.602,2.602,2.186,106.197,0.877,0.007,1.058,0,0,5.078
2078/7/1 00:00,0,2.802,2.802,2.458,103.739,0.856,0.003,0.793,0,0,3.796
2078/7/2 00:00,4.354,2.65,2.65,2.65,104.882,0.866,0.004,0.734,0.004,0.557,3.519
2078/7/3 00:00,23.977,1.477,1.477,1.477,117.595,0.97,0.034,2.984,0.054,9.734,14.393
2078/7/4 00:00,0.812,0.077,0.077,0.077,117.893,0.972,0.015,2.347,0.002,0.435,11.261
2078/7/5 00:00,2.158,2.453,2.453,0.287,117.606,0.97,0.006,1.76,0,0,8.422
2078/7/6 00:00,15.625,2.806,2.806,2.806,121.279,0.998,0.021,3.599,0.031,9.115,17.263
2078/7/7 00:00,0,2.78,2.78,2.774,118.504,0.975,0.008,2.699,0,0,12.913
2078/7/8 00:00,25.414,2.195,2.195,2.195,121.555,1,0.101,7.026,0.163,20.006,33.99
2078/7/9 00:00,2.504,1.583,1.583,1.583,121.555,1,0.042,5.499,0.002,0.919,26.426
2078/7/10 00:00,4.605,1.859,1.859,1.859,121.555,1,0.021,4.809,0.007,2.739,23.033
2078/7/11 00:00,1.231,2.456,2.456,1.225,120.33,0.99,0.008,3.607,0,0,17.241
2078/7/12 00:00,4.929,2.278,2.278,2.278,121.272,0.998,0.007,3.131,0.006,1.703,14.965
2078/7/13 00:00,0.969,1.04,1.04,0.071,121.201,0.997,0.003,2.348,0,0,11.212
2078/7/14 00:00,4.421,1.894,1.894,1.894,121.555,1,0.005,2.303,0.006,2.168,11.006
2078/7/15 00:00,0.438,2.205,2.205,1.767,119.787,0.985,0.002,1.727,0,0,8.246
2078/7/16 00:00,9.701,2.468,2.468,2.468,121.555,1,0.011,2.658,0.017,5.449,12.728
2078/7/17 00:00,10.995,2.57,2.57,2.57,121.555,1,0.017,4.095,0.02,8.405,19.606
2078/7/18 00:00,0.082,1.265,1.265,1.183,120.372,0.99,0.007,3.071,0,0,14.677
2078/7/19 00:00,8.065,2.367,2.367,2.367,121.555,1,0.011,3.428,0.014,4.501,16.402
2078/7/20 00:00,0,2.25,2.25,2.25,119.305,0.981,0.004,2.571,0,0,12.283
2078/7/21 00:00,0,1.997,1.997,1.959,117.346,0.965,0.002,1.928,0,0,9.205
2078/7/22 00:00,11.586,2.589,2.589,2.589,121.233,0.997,0.014,2.719,0.021,5.089,13.029
2078/7/23 00:00,2.385,2.79,2.79,0.405,120.828,0.994,0.005,2.039,0,0,9.749
2078/7/24 00:00,4.959,2.657,2.657,2.657,121.503,1,0.005,1.934,0.005,1.621,9.251
2078/7/25 00:00,5.158,2.124,2.124,2.124,121.555,1,0.007,2.195,0.007,2.975,10.497
2078/7/26 00:00,0,1.8,1.8,1.8,119.754,0.985,0.003,1.646,0,0,7.862
2078/7/27 00:00,4.698,2.363,2.363,2.363,120.695,0.993,0.004,1.581,0.006,1.387,7.562
2078/7/28 00:00,0,1.433,1.433,1.422,119.273,0.981,0.002,1.186,0,0,5.664
2078/7/29 00:00,8.478,2.422,2.422,2.422,121.502,1,0.009,1.843,0.014,3.812,8.832
2078/7/30 00:00,0.415,2.586,2.586,2.17,119.333,0.981,0.004,1.382,0,0,6.608
2078/7/31 00:00,2.73,2.971,2.971,0.237,119.096,0.979,0.001,1.036,0,0,4.95
2078/8/1 00:00,0,2.916,2.916,2.856,116.24,0.955,0.001,0.777,0,0,3.71
2078/8/2 00:00,0,3.229,3.229,3.085,113.155,0.929,0,0.583,0,0,2.781
2078/8/3 00:00,0,3.569,3.569,3.317,109.838,0.901,0,0.437,0,0,2.086
2078/8/4 00:00,11.251,3.379,3.379,3.379,114.54,0.941,0.011,1.116,0.019,3.15,5.374
2078/8/5 00:00,11.853,3.204,3.204,3.204,119.022,0.979,0.017,1.874,0.021,4.148,9.016
2078/8/6 00:00,5.122,2.978,2.978,2.978,119.966,0.987,0.01,1.704,0.005,1.195,8.173
2078/8/7 00:00,0.492,2.986,2.986,2.462,117.504,0.966,0.004,1.278,0,0,6.113
2078/8/8 00:00,2.876,3.157,3.157,0.271,117.233,0.964,0.002,0.958,0,0,4.578
2078/8/9 00:00,0,3.379,3.379,3.257,113.975,0.937,0.001,0.719,0,0,3.431
2078/8/10 00:00,4.932,3.482,3.482,3.482,114.798,0.944,0.002,0.695,0.003,0.624,3.326
2078/8/11 00:00,4.172,3.718,3.718,3.718,115.052,0.946,0.002,0.571,0.001,0.199,2.731
2078/8/12 00:00,0.186,3.733,3.733,3.355,111.696,0.917,0.001,0.428,0,0,2.046
2078/8/13 00:00,0,3.091,3.091,2.836,108.86,0.894,0,0.321,0,0,1.533
2078/8/14 00:00,20.044,1.044,1.044,1.044,119.434,0.983,0.027,2.336,0.045,8.381,11.272
2078/8/15 00:00,10.631,1.93,1.93,1.93,121.554,1,0.023,3.392,0.021,6.56,16.289
2078/8/16 00:00,6.015,3.481,3.481,3.481,121.555,1,0.013,3.176,0.006,2.527,15.208
2078/8/17 00:00,17.149,3.293,3.293,3.293,121.555,1,0.025,5.838,0.033,13.823,27.96
2078/8/18 00:00,27.516,3.562,3.562,3.562,121.555,1,0.215,10.281,0.342,23.612,50.058
2078/8/19 00:00,20.243,3.374,3.374,3.374,121.555,1,0.11,11.918,0.04,16.829,57.364
2078/8/20 00:00,8.339,3.793,3.793,3.793,121.555,1,0.051,10.073,0.011,4.536,48.278
2078/8/21 00:00,9.292,3.515,3.515,3.515,121.555,1,0.028,8.995,0.014,5.763,43.034
2078/8/22 00:00,15.543,3.233,3.233,3.233,121.555,1,0.029,9.817,0.029,12.281,46.954
2078/8/23 00:00,3.524,1.233,1.233,1.233,121.555,1,0.015,7.934,0.005,2.286,37.908
2078/8/24 00:00,5.165,2.478,2.478,2.478,121.555,1,0.01,6.621,0.006,2.681,31.62
2078/8/25 00:00,9.135,1.755,1.755,1.755,121.555,1,0.014,6.806,0.018,7.362,32.527
2078/8/26 00:00,1.609,3.282,3.282,1.673,119.881,0.986,0.006,5.104,0,0,24.371
2078/8/27 00:00,0.137,2.709,2.709,2.536,117.345,0.965,0.002,3.828,0,0,18.269
2078/8/28 00:00,0.988,1.986,1.986,0.963,116.382,0.956,0.001,2.871,0,0,13.698
2078/8/29 00:00,0.639,3.122,3.122,2.375,114.008,0.936,0,2.153,0,0,10.272
2078/8/30 00:00,0,2.663,2.663,2.494,111.514,0.916,0,1.615,0,0,7.703
2078/8/31 00:00,0,2.71,2.71,2.481,109.033,0.895,0,1.211,0,0,5.777
2078/9/1 00:00,0,2.474,2.474,2.214,106.819,0.876,0,0.908,0,0,4.333
2078/9/2 00:00,0,2.486,2.486,2.178,104.641,0.858,0,0.681,0,0,3.249
2078/9/3 00:00,0,2.069,2.069,1.775,102.866,0.843,0,0.511,0,0,2.437
2078/9/4 00:00,3.771,2.422,2.422,2.422,103.788,0.851,0.002,0.489,0.003,0.422,2.341
2078/9/5 00:00,12.507,2.596,2.596,2.596,110.256,0.905,0.015,1.221,0.024,3.419,5.897
2078/9/6 00:00,0.335,2.753,2.753,2.19,108.066,0.887,0.006,0.916,0,0,4.398
2078/9/7 00:00,9.775,2.535,2.535,2.535,112.555,0.925,0.013,1.371,0.017,2.734,6.597
2078/9/8 00:00,6.897,2.706,2.706,2.706,114.971,0.945,0.011,1.469,0.01,1.766,7.06
2078/9/9 00:00,0.313,2.389,2.389,1.963,113.008,0.929,0.004,1.102,0,0,5.277
2078/9/10 00:00,4.754,1.988,1.988,1.988,114.602,0.942,0.006,1.118,0.007,1.167,5.36
2078/9/11 00:00,3.198,1.44,1.44,1.44,115.578,0.951,0.005,1.033,0.004,0.778,4.949
2078/9/12 00:00,1.371,1.702,1.702,0.314,115.263,0.948,0.002,0.775,0,0,3.704
2078/9/13 00:00,0.095,2.01,2.01,1.815,113.448,0.933,0.001,0.581,0,0,2.775
2078/9/14 00:00,29.147,1.92,1.92,1.92,121.555,1,0.078,5.184,0.129,18.991,25.092
2078/9/15 00:00,4.53,1.549,1.549,1.549,121.555,1,0.035,4.631,0.007,2.974,22.255
2078/9/16 00:00,1.015,1.511,1.511,0.496,121.059,0.996,0.014,3.473,0,0,16.632
2078/9/17 00:00,0.096,0.737,0.737,0.639,120.42,0.99,0.006,2.605,0,0,12.45
2078/9/18 00:00,0.958,1.653,1.653,0.688,119.732,0.985,0.002,1.954,0,0,9.328
2078/9/19 00:00,0.091,1.185,1.185,1.078,118.654,0.976,0.001,1.465,0,0,6.992
2078/9/20 00:00,0,1.082,1.082,1.055,117.599,0.967,0,1.099,0,0,5.243
2078/9/21 00:00,2.775,2.109,2.109,2.109,117.932,0.97,0.001,0.907,0.002,0.331,4.331
2078/9/22 00:00,16.321,0.644,0.644,0.644,121.555,1,0.023,3.685,0.037,12.017,17.681
2078/9/23 00:00,0,1.361,1.361,1.361,120.194,0.989,0.009,2.763,0,0,13.223
2078/9/24 00:00,4.342,0.801,0.801,0.801,121.425,0.999,0.009,2.648,0.008,2.302,12.67
2078/9/25 00:00,0,0.581,0.581,0.58,120.844,0.994,0.003,1.986,0,0,9.488
2078/9/26 00:00,4.614,0.353,0.353,0.353,121.555,1,0.007,2.375,0.01,3.54,11.36
2078/9/27 00:00,0,1.045,1.045,1.045,120.51,0.991,0.003,1.781,0,0,8.508
2078/9/28 00:00,15.347,1.941,1.941,1.941,121.555,1,0.02,4.418,0.032,12.329,21.166
2078/9/29 00:00,8.655,2.033,2.033,2.033,121.555,1,0.018,4.965,0.016,6.606,23.762
2078/9/30 00:00,9.609,1.953,1.953,1.953,121.555,1,0.018,5.633,0.018,7.637,26.95
2078/10/1 00:00,0,1.798,1.798,1.798,119.756,0.985,0.007,4.225,0,0,20.183
2078/10/2 00:00,0,1.463,1.463,1.441,118.316,0.973,0.003,3.169,0,0,15.125
2078/10/3 00:00,0,1.717,1.717,1.67,116.646,0.959,0.001,2.376,0,0,11.339
2078/10/4 00:00,0,1.182,1.182,1.134,115.512,0.949,0,1.782,0,0,8.502
2078/10/5 00:00,0,1.092,1.092,1.036,114.476,0.94,0,1.337,0,0,6.376
2078/10/6 00:00,0,1.038,1.038,0.977,113.499,0.932,0,1.003,0,0,4.782
2078/10/7 00:00,0,1.177,1.177,1.097,112.402,0.923,0,0.752,0,0,3.586
2078/10/8 00:00,0.311,1.054,1.054,0.685,111.717,0.917,0,0.564,0,0,2.69
2078/10/9 00:00,0,0.948,0.948,0.869,110.847,0.91,0,0.423,0,0,2.017
2078/10/10 00:00,0,1.056,1.056,0.961,109.887,0.902,0,0.317,0,0,1.513
2078/10/11 00:00,3.567,1.244,1.244,1.244,111.322,0.914,0.003,0.458,0.006,0.882,2.202
2078/10/12 00:00,6.016,1.714,1.714,1.714,113.873,0.936,0.007,0.779,0.01,1.74,3.75
2078/10/13 00:00,0.374,1.167,1.167,0.742,113.131,0.929,0.003,0.584,0,0,2.8
2078/10/14 00:00,1.062,1.138,1.138,0.07,113.061,0.929,0.001,0.438,0,0,2.095
2078/10/15 00:00,0,1.194,1.194,1.109,111.952,0.919,0,0.329,0,0,1.569
2078/10/16 00:00,0,1.112,1.112,1.022,110.93,0.911,0,0.246,0,0,1.176
2078/10/17 00:00,9.804,1.583,1.583,1.583,115.711,0.951,0.012,1.04,0.02,3.42,5.016
2078/10/18 00:00,3.654,1.398,1.398,1.398,116.913,0.961,0.008,1.042,0.005,1.049,5.008
2078/10/19 00:00,4.433,1.24,1.24,1.24,118.508,0.975,0.008,1.179,0.008,1.59,5.66
2078/10/20 00:00,0.661,1.347,1.347,0.669,117.839,0.969,0.003,0.884,0,0,4.232
2078/10/21 00:00,0.487,1.207,1.207,0.697,117.142,0.963,0.001,0.663,0,0,3.169
2078/10/22 00:00,0,1.58,1.58,1.522,115.62,0.951,0,0.497,0,0,2.375
2078/10/23 00:00,0,1.415,1.415,1.345,114.275,0.939,0,0.373,0,0,1.78
2078/10/24 00:00,0,0.91,0.91,0.855,113.42,0.932,0,0.28,0,0,1.335
2078/10/25 00:00,0,0.993,0.993,0.926,112.494,0.924,0,0.21,0,0,1.001
2078/10/26 00:00,0,1.893,1.893,1.75,110.744,0.91,0,0.157,0,0,0.751
2078/10/27 00:00,0,1.634,1.634,1.486,109.258,0.897,0,0.118,0,0,0.563
2078/10/28 00:00,11.133,0.984,0.984,0.984,115.296,0.948,0.015,1.11,0.024,4.087,5.364
2078/10/29 00:00,8.706,1.433,1.433,1.433,119.004,0.979,0.016,1.719,0.017,3.547,8.278
2078/10/30 00:00,3.021,0.917,0.917,0.917,119.927,0.987,0.009,1.584,0.005,1.176,7.597
2078/10/31 00:00,3.598,1.18,1.18,1.18,120.834,0.994,0.007,1.564,0.006,1.505,7.493
2078/11/1 00:00,0,1.564,1.564,1.555,119.28,0.981,0.003,1.173,0,0,5.607
2078/11/2 00:00,0,1.315,1.315,1.29,117.989,0.97,0.001,0.88,0,0,4.201
2078/11/3 00:00,0,1.469,1.469,1.425,116.564,0.958,0,0.66,0,0,3.149
2078/11/4 00:00,0,1.399,1.399,1.341,115.224,0.947,0,0.495,0,0,2.361
2078/11/5 00:00,0,1.307,1.307,1.238,113.985,0.937,0,0.371,0,0,1.77
2078/11/6 00:00,1.115,1.489,1.489,0.35,113.635,0.934,0,0.278,0,0,1.327
2078/11/7 00:00,1.199,1,1,1,113.751,0.935,0,0.23,0,0.084,1.097
2078/11/8 00:00,0.104,1.516,1.516,1.32,112.431,0.924,0,0.172,0,0,0.822
2078/11/9 00:00,0,1.467,1.467,1.355,111.076,0.912,0,0.129,0,0,0.616
2078/11/10 00:00,0,1.126,1.126,1.027,110.049,0.904,0,0.097,0,0,0.462
2078/11/11 00:00,0,1.062,1.062,0.96,109.089,0.896,0,0.073,0,0,0.347
2078/11/12 00:00,0,1.203,1.203,1.077,108.012,0.887,0,0.054,0,0,0.26
2078/11/13 00:00,0,0.695,0.695,0.616,107.396,0.881,0,0.041,0,0,0.195
2078/11/14 00:00,0,1.106,1.106,0.975,106.421,0.873,0,0.031,0,0,0.146
2078/11/15 00:00,0,0.192,0.192,0.168,106.253,0.872,0,0.023,0,0,0.11
2078/11/16 00:00,0,0.912,0.912,0.795,105.457,0.865,0,0.017,0,0,0.082
2078/11/17 00:00,0.251,0.204,0.204,0.204,105.489,0.865,0,0.017,0,0.016,0.081
2078/11/18 00:00,0,1.218,1.218,1.054,104.435,0.857,0,0.013,0,0,0.06
2078/11/19 00:00,0.147,1.532,1.532,1.187,103.248,0.847,0,0.009,0,0,0.045
2078/11/20 00:00,0,1.365,1.365,1.156,102.092,0.837,0,0.007,0,0,0.034
2078/11/21 00:00,4.202,1.212,1.212,1.212,104.143,0.854,0.004,0.239,0.007,0.933,1.158
2078/11/22 00:00,10.571,1.04,1.04,1.04,110.343,0.907,0.015,1.006,0.023,3.309,4.872
2078/11/23 00:00,0.986,1.224,1.224,0.216,110.127,0.905,0.006,0.755,0,0,3.628
2078/11/24 00:00,0,1.431,1.431,1.295,108.833,0.894,0.002,0.566,0,0,2.711
2078/11/25 00:00,0,1.818,1.818,1.625,107.208,0.88,0.001,0.424,0,0,2.029
2078/11/26 00:00,0.971,1.401,1.401,0.379,106.829,0.877,0,0.318,0,0,1.52
2078/11/27 00:00,6.15,1.093,1.093,1.093,110.064,0.904,0.007,0.691,0.012,1.809,3.331
2078/11/28 00:00,3.558,1.293,1.293,1.293,111.458,0.916,0.006,0.735,0.005,0.865,3.533
2078/11/29 00:00,0.435,0.909,0.909,0.434,111.024,0.912,0.002,0.551,0,0,2.639
2078/11/30 00:00,0,1.083,1.083,0.988,110.036,0.904,0.001,0.413,0,0,1.975
2078/12/1 00:00,0,1.113,1.113,1.007,109.029,0.896,0,0.31,0,0,1.48
2078/12/2 00:00,0,1.016,1.016,0.91,108.119,0.888,0,0.232,0,0,1.109
2078/12/3 00:00,0,1.002,1.002,0.89,107.229,0.881,0,0.174,0,0,0.832
2078/12/4 00:00,0,1.276,1.276,1.124,106.106,0.871,0,0.131,0,0,0.624
2078/12/5 00:00,0,0.859,0.859,0.748,105.358,0.865,0,0.098,0,0,0.468
2078/12/6 00:00,0,0.826,0.826,0.714,104.644,0.859,0,0.074,0,0,0.351
2078/12/7 00:00,0,0.978,0.978,0.84,103.803,0.852,0,0.055,0,0,0.263
2078/12/8 00:00,0,1.339,1.339,1.141,102.662,0.842,0,0.041,0,0,0.197
2078/12/9 00:00,0,1.428,1.428,1.203,101.459,0.832,0,0.031,0,0,0.148
2078/12/10 00:00,0,1.167,1.167,0.971,100.488,0.824,0,0.023,0,0,0.111
2078/12/11 00:00,0,1.231,1.231,1.014,99.474,0.815,0,0.017,0,0,0.083
2078/12/12 00:00,1.05,1.316,1.316,0.217,99.257,0.814,0,0.013,0,0,0.062
2078/12/13 00:00,0,1.046,1.046,0.851,98.406,0.807,0,0.01,0,0,0.047
2078/12/14 00:00,0,1.306,1.306,1.053,97.353,0.798,0,0.007,0,0,0.035
2078/12/15 00:00,0,1.245,1.245,0.993,96.36,0.789,0,0.006,0,0,0.026
2078/12/16 00:00,0,1.137,1.137,0.898,95.462,0.782,0,0.004,0,0,0.02
2078/12/17 00:00,0,1.097,1.097,0.858,94.605,0.775,0,0.003,0,0,0.015
2078/12/18 00:00,0,1.139,1.139,0.882,93.722,0.767,0,0.002,0,0,0.011
2078/12/19 00:00,0,0.723,0.723,0.555,93.167,0.763,0,0.002,0,0,0.008
2078/12/20 00:00,0,0.584,0.584,0.445,92.722,0.759,0,0.001,0,0,0.006
2078/12/21 00:00,0,0.938,0.938,0.712,92.009,0.753,0,0.001,0,0,0.005
2078/12/22 00:00,1.086,0.709,0.709,0.709,92.293,0.755,0.001,0.024,0.001,0.092,0.116
2078/12/23 00:00,1.412,0.942,0.942,0.942,92.646,0.758,0.001,0.047,0.001,0.116,0.228
2078/12/24 00:00,0,0.571,0.571,0.433,92.213,0.755,0,0.035,0,0,0.169
2078/12/25 00:00,0,0.832,0.832,0.628,91.585,0.749,0,0.026,0,0,0.126
2078/12/26 00:00,0,1.026,1.026,0.769,90.816,0.743,0,0.02,0,0,0.094
2078/12/27 00:00,0,0.923,0.923,0.686,90.13,0.737,0,0.015,0,0,0.071
2078/12/28 00:00,0,0.825,0.825,0.608,89.522,0.732,0,0.011,0,0,0.053
2078/12/29 00:00,0,0.92,0.92,0.673,88.849,0.727,0,0.008,0,0,0.04
2078/12/30 00:00,0,1.164,1.164,0.845,88.003,0.72,0,0.006,0,0,0.03
2078/12/31 00:00,0,1.213,1.213,0.873,87.13,0.712,0,0.005,0,0,0.022
2079/1/1 00:00,0,0.934,0.934,0.665,86.465,0.707,0,0.004,0,0,0.017
2079/1/2 00:00,0,1.09,1.09,0.77,85.695,0.7,0,0.003,0,0,0.013
2079/1/3 00:00,0,1.063,1.063,0.744,84.951,0.694,0,0.002,0,0,0.009
2079/1/4 00:00,0,0.974,0.974,0.676,84.275,0.688,0,0.001,0,0,0.007
2079/1/5 00:00,0,1.11,1.11,0.764,83.511,0.682,0,0.001,0,0,0.005
2079/1/6 00:00,0,1.112,1.112,0.759,82.752,0.676,0,0.001,0,0,0.004
2079/1/7 00:00,0,1.152,1.152,0.778,81.974,0.669,0,0.001,0,0,0.003
2079/1/8 00:00,0,0.983,0.983,0.658,81.316,0.664,0,0,0,0,0.002
2079/1/9 00:00,0,1.127,1.127,0.748,80.568,0.657,0,0,0,0,0.002
2079/1/10 00:00,0,0.718,0.718,0.472,80.096,0.653,0,0,0,0,0.001
2079/1/11 00:00,0,1.388,1.388,0.907,79.188,0.646,0,0,0,0,0.001
2079/1/12 00:00,1.434,0.398,0.398,0.398,80.026,0.653,0.001,0.049,0.002,0.196,0.242
2079/1/13 00:00,1.326,0.554,0.554,0.554,80.647,0.658,0.002,0.074,0.002,0.148,0.361
2079/1/14 00:00,0,0.953,0.953,0.627,80.02,0.653,0.001,0.056,0,0,0.268
2079/1/15 00:00,0,1.165,1.165,0.761,79.259,0.647,0,0.042,0,0,0.2
2079/1/16 00:00,0,0.84,0.84,0.543,78.716,0.642,0,0.031,0,0,0.149
2079/1/17 00:00,0,1.016,1.016,0.653,78.063,0.637,0,0.023,0,0,0.112
2079/1/18 00:00,0,0.67,0.67,0.426,77.637,0.633,0,0.018,0,0,0.084
2079/1/19 00:00,0,1.16,1.16,0.734,76.902,0.627,0,0.013,0,0,0.063
2079/1/20 00:00,0,1.153,1.153,0.723,76.179,0.621,0,0.01,0,0,0.047
2079/1/21 00:00,0,1.367,1.367,0.849,75.33,0.614,0,0.007,0,0,0.035
2079/1/22 00:00,0,1.221,1.221,0.75,74.581,0.608,0,0.006,0,0,0.027
2079/1/23 00:00,0,1.044,1.044,0.634,73.946,0.602,0,0.004,0,0,0.02
2079/1/24 00:00,0,1.095,1.095,0.66,73.286,0.597,0,0.003,0,0,0.015
2079/1/25 00:00,0,1.011,1.011,0.603,72.683,0.592,0,0.002,0,0,0.011
2079/1/26 00:00,0,1.107,1.107,0.656,72.028,0.586,0,0.002,0,0,0.008
2079/1/27 00:00,0.481,1.128,1.128,0.379,71.648,0.583,0,0.001,0,0,0.006
2079/1/28 00:00,2.913,0.981,0.981,0.981,73.26,0.597,0.003,0.08,0.005,0.316,0.395
2079/1/29 00:00,1.649,1.013,1.013,1.013,73.788,0.601,0.002,0.087,0.002,0.106,0.423
2079/1/30 00:00,0.081,0.759,0.759,0.408,73.38,0.598,0.001,0.065,0,0,0.314
2079/1/31 00:00,0,1.218,1.218,0.728,72.651,0.592,0,0.049,0,0,0.234
2079/2/1 00:00,0,1.066,1.066,0.631,72.02,0.587,0,0.037,0,0,0.175
2079/2/2 00:00,0,1.339,1.339,0.786,71.235,0.58,0,0.027,0,0,0.131
2079/2/3 00:00,0,1.321,1.321,0.766,70.468,0.574,0,0.021,0,0,0.098
